Timestamp,Do you agree?,Age,Gender,Years of programming experience,"Please pick a number, try to choose a random and unique one","According to the text, why do penguins waddle?",Answer 1,Valid 1,Corrected 1,Final 1,Answer 2,Valid 2,Corrected 2,Final 2,Answer 3,Valid 3,Corrected 3,Final 3,Answer 4,Valid 4,Corrected 4,Final 4,Answer 5,Valid 5,Corrected 5,Final 5
5/31/2021 14:10:38,Yes,29,Female,2-4 years,8,"Their feet are adapted to swimming, not walking.",word_dict,1,word_dict,1,i don't know,0,i don't know,0,diff_alg,1,diff_alg,1,i don't know,0,i don't know,0,i don't know,0,i don't know,0
5/31/2021 14:15:05,Yes,36,Male,2-4 years,11,"Their feet are adapted to swimming, not walking.",words_count,1,words_count,1,i don't remember,0,i don't remember,0,sum_squares_diff,1,sum_squares_diff,1,i don't remember,0,i don't remember,0,i don't remember,0,i don't remember,0
5/31/2021 14:22:19,Yes,26,Female,0-1 years,8,"Their feet are adapted to swimming, not walking.",Count_words_sum,1,Count_words_sum,1,Find_target_sum,1,Find_target_sum,1,Calc_squares_sum_diff,1,Calc_squares_sum_diff,1,Calc_squares_sum,1,Calc_squares_sum,1,Num_digit_product,1,Num_digit_product,1
5/31/2021 15:03:36,Yes,32,Male,More than 5 years,11,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,indices_sum_up,1,indices_sum_up,1,square_diff,1,square_diff,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0
5/31/2021 15:04:38,Yes,32,Male,More than 5 years,4,"Their feet are adapted to swimming, not walking.",process_words,1,process_words,1,complimentary_numbers,1,complementary_numbers,1,find_diff_alg,1,find_diff_alg,1,compute_exp_sum,1,compute_exp_sum,1,calc_digits,1,calc_digits,1
5/31/2021 15:10:55,Yes,31,Female,More than 5 years,3,"Their feet are adapted to swimming, not walking.",words_count,1,words_count,1,chk_sum_target,1,chk_sum_target,1,num_square_diff,1,num_square_diff,1,num_exp_sum,1,num_exp_sum,1,multi_digits,1,multi_digits,1
5/31/2021 15:31:38,Yes,31,Male,More than 5 years,3,They waddle as part of their mating dance.,6,-1,6,-1,Black,-1,Black,-1,Sum,-1,Sum,1,Silence ,-1,Silence ,-1,Car,-1,Car,-1
5/31/2021 15:44:03,Yes,44,Male,More than 5 years,4,"Their feet are adapted to swimming, not walking.",I do not know,1,I do not know,0,I do not know,0,I do not know,0,find diff,1,find_diff,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0
5/31/2021 16:01:49,Yes,30,Female,More than 5 years,8,"Their feet are adapted to swimming, not walking.",words_dict,1,words_dict,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0,exp_num_sum,1,exp_num_sum,1,calc_digits,1,calc_digits,1
5/31/2021 18:05:34,Yes,24,Male,0-1 years,6,"Their feet are adapted to swimming, not walking.",Word-process,1,Word_process,1,Find_right_numbers,1,Find_right_numbers,1,Compute_diff_alg,1,Compute_diff_alg,1,Sum_of_exp,1,Sum_of_exp,1,Culc_digits,1,Calc_digits,1
5/31/2021 23:15:38,Yes,30,Female,More than 5 years,6,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,"complimentary (was the nqme of the variable, not the function)",0,complementary,0,diff_alg,1,diff_alg,1,I don't know,0,I don't know,0,find_digits,1,find_digits,1
06/01/2021 10:40,Yes,35,Male,More than 5 years,3,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,sum_of_index,1,sum_of_index,1,diff_of_squere,1,diff_of_square,1,sum_of_digites,1,sum_of_digits,1,sum_of_squers,1,sum_of_squares,1
06/01/2021 12:14,Yes,27,Male,0-1 years,11,"Their feet are adapted to swimming, not walking.",Count_words,1,Count_words,1,Calculate_complemantry_indices,1,Calculate_complementary_indices,1,Calc_square_diff,1,Calc_square_diff,1,Sum_of_power,1,Sum_of_power,1,Multiply_digits,1,Multiply_digits,1
06/02/2021 16:36,Yes,31,Male,More than 5 years,9,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,i do not know,0,i do not know,0,sum_square_diff,1,sum_square_diff,1,power,1,power,1,i do not know,0,i do not know,0
06/02/2021 16:53,Yes,28,Female,More than 5 years,9,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,sum_to_target,1,sum_to_target,1,I do not know,0,I do not know,0,sum_of_digits,1,sum_of_digits,1,multiply_digits,1,multiply_digits,1
06/02/2021 16:59,Yes,30,Male,More than 5 years,11,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,sum_index_target,1,sum_index_target,1,sum_squares_n,1,sum_squares_n,1,sum_exp_digits,1,sum_exp_digits,1,multiply_digits,1,multiply_digits,1
06/02/2021 17:32,Yes,29,Male,2-4 years,10,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,find_right_numbers,1,find_right_numbers,1,calc_diff_squares,1,calc_diff_squares,1,calc_exp_sum,1,calc_exp_sum,1,calc_digits,1,calc_digits,1
06/02/2021 17:45,Yes,36,Male,More than 5 years,7,"Their feet are adapted to swimming, not walking.",Count_words,1,Count_words,1,Don't know,0,Don't know,0,Sum_squares,1,Sum_squares,1,Don't remember,0,Don't remember,0,Don't remember,0,Don't remember,0
06/02/2021 18:50,Yes,32,Male,More than 5 years,5,"Their feet are adapted to swimming, not walking.",I do not know ,0,I do not know ,0,I do not know ,0,I do not know ,0,Sum_square_diff,1,Sum_square_diff,1,Sum_pow_diff,1,Sum_pow_diff,1,I do not know ,0,I do not know ,0
06/02/2021 19:12,Yes,30,Male,More than 5 years,8,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,i dont know,0,i dont know,0,diff_square,1,diff_square,1,sum_exp,1,sum_exp,1,i dont know,0,i dont know,0
06/02/2021 19:34,Yes,29,Female,2-4 years,4,"Their feet are adapted to swimming, not walking.",Word press? ,1,Word_press,1,Find right num,1,Find_right_num,1,Calc diff algo,1,Calc_diff_algo,1,Calc digits sum,1,Calc_digits_sum,1,I don't know,0,I don't know,0
06/02/2021 22:06,Yes,31,Male,More than 5 years,12,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,I do not know,0,I do not know,0,return_diff,1,return_diff,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0
06/03/2021 00:38,Yes,40,Prefer not to say,More than 5 years,8,"Their feet are adapted to swimming, not walking.",No,-1,No,-1,No,-1,No,-1,No,-1,No,-1,No,-1,No,-1,No,-1,No,-1
06/05/2021 16:03,Yes,29,Male,2-4 years,7,"Their feet are adapted to swimming, not walking.",Word_count,1,Word_count,1,I don’t know ,0,I don’t know ,0,diff_of_sum_squares,1,diff_of_sum_squares,1,I don’t know,1,I don’t know,0,I don’t know,0,I don’t know,0
06/06/2021 09:56,Yes,20,Female,2-4 years,3,"Their feet are adapted to swimming, not walking.",Count_words,1,Count_words,1,Indices_sum_to_target,1,Indices_sum_to_target,1,Sum_of_squares_diff,1,Sum_of_squares_diff,1,Exp_sum_digits,1,Exp_sum_digits,1,Mul_num_digits,1,Mul_num_digits,1
06/06/2021 12:28,Yes,31,Male,More than 5 years,1,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,indices_sum_to,1,indices_sum_to,1,square_diff,1,square_diff,1,digits_sum,1,digits_sum,1,mult_digits,1,mult_digits,1
06/06/2021 12:36,Yes,37,Male,More than 5 years,9,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
06/06/2021 12:40,Yes,31,Male,More than 5 years,11,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
06/06/2021 12:43,Yes,30,Male,More than 5 years,6,"Their feet are adapted to swimming, not walking.",process_words,1,process_words,1,target,1,target,1,calc_alg,1,calc_alg,1,calc_alg,1,calc_alg,1,calc_digits,1,calc_digits,1
06/06/2021 12:51,Yes,50,Male,More than 5 years,7,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,I don't know,0,I don't know,0,diff_square_sum,1,diff_square_sum,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0
06/06/2021 13:14,Yes,36,Male,More than 5 years,1,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
06/06/2021 14:29,Yes,48,Male,More than 5 years,4,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
06/06/2021 18:22,Yes,24,Female,2-4 years,5,"Their feet are adapted to swimming, not walking.",I don’t know ,0,I don’t know ,0,I don’t know ,0,I don’t know ,0,I don’t know ,0,I don’t know ,0,I don’t know ,0,I don’t know ,0,I don’t know ,0,I don’t know ,0
06/06/2021 19:09,Yes,24,Female,2-4 years,6,"Their feet are adapted to swimming, not walking.",I don't know ,0,I don't know ,0,I don't know,0,I don't know,0,Calc_diff or diff_algo ,1,Calc_diff_algo ,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0
06/06/2021 21:07,Yes,28,Male,More than 5 years,8,"Their feet are adapted to swimming, not walking.",3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1
06/06/2021 22:17,Yes,39,Male,More than 5 years,3,"Their feet are adapted to swimming, not walking.",yes,-1,yes,-1,I do not know,0,I do not know,0,I do not know,0,I do not know,0,yes,-1,yes,-1,no,-1,no,-1
06/06/2021 23:35,Yes,21,Male,2-4 years,7,"Their feet are adapted to swimming, not walking.",Count_words,1,Count_words,1,Sum_indices,1,Sum_indices,1,sum_square_diff,1,sum_square_diff,1,2_n_sum_digits,1,2_n_sum_digits,1,digits_product,1,digits_product,1
06/07/2021 10:28,Yes,28,Male,More than 5 years,7,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,"some name with the words ""list"" and ""target"" in it",?,list_target,1,diff_sum_square,1,diff_sum_square,1,sum_exp,1,sum_exp,1,multiply_digits,1,multiply_digits,1
06/08/2021 14:35,Yes,26,Male,2-4 years,8,"Their feet are adapted to swimming, not walking.",I don't know,1,I don't know,0,I don't know,0,I don't know,0,sum_squares_diff,1,sum_squares_diff,1,exp_sum,1,exp_sum,1,I don't know,0,I don't know,0
06/08/2021 21:07,Yes,31,Male,More than 5 years,6,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,find_right_numbers,1,find_right_numbers,1,i do not know,0,i do not know,0,sum_exp,1,sum_exp,1,i do not know,0,i do not know,0
06/10/2021 01:33,Yes,26,Male,More than 5 years,7,"Their feet are adapted to swimming, not walking.",Words counter,1,Words_counter,1,I dont know,0,I dont know,0,Sum square diff,1,Sum_square_diff,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0
06/10/2021 11:38,Yes,37,Male,More than 5 years,1,"Their feet are adapted to swimming, not walking.",Word_coubt,1,Word_count,1,I don't know ,0,I don't know ,0,Sum_diff,1,Sum_diff,1,I don't know,1,I don't know,0,I don't know,0,I don't know,0
06/10/2021 15:33,Yes,31,Male,2-4 years,10,"Their feet are adapted to swimming, not walking.",Word count,1,Word_count,1,?,0,?,0,?,0,?,0,Sum digits,1,Sum digits,1,?,0,?,0
06/10/2021 15:41,Yes,26,Male,2-4 years,12,"Their feet are adapted to swimming, not walking.",Words_value,1,Words_value,1,I don't know ,0,I don't know ,0,Square_sum_alg,1,Square_sum_alg,1,I don't know ,0,I don't know ,0,I don't know ,0,I don't know ,0
06/10/2021 15:47,Yes,23,Male,0-1 years,4,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,find_right_place,1,find_right_place,1,compute_difficulty,1,compute_difficulty,1,I don't know,0,I don't know,0,count_digits,1,count_digits,1
06/10/2021 16:04,Yes,58,Female,More than 5 years,8,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
06/10/2021 17:20,Yes,55,Male,2-4 years,5,"Their feet are adapted to swimming, not walking.",words_counter,1,words_counter,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,digits_multiply,1,digits_multiply,1
06/11/2021 01:05,Yes,32,Male,More than 5 years,11,"Their feet are adapted to swimming, not walking.",word_counter,1,word_counter,1,i do not know,0,i do not know,0,diff_sum_squares,1,diff_sum_squares,1,sum_num_digits,1,sum_num_digits,1,i do not know,0,i do not know,0
06/12/2021 12:25,Yes,30,Female,2-4 years,10,"Their feet are adapted to swimming, not walking.",process_sentence,1,process_sentence,1,i dont know,0,i dont know,0,algo_diff,1,algo_diff,1,digits_sum,1,digits_sum,1,i dont remember,0,i dont remember,0
6/14/2021 15:36:14,Yes,24,Female,2-4 years,9,"Their feet are adapted to swimming, not walking.",I don’t know ,0,I don’t know ,0,Count_diff_target ,1,Count_diff_target ,1,Sum_square_diff,1,Sum_square_diff,1,I don’t know ,0,I don’t know ,0,Digits_product,1,Digits_product,1
6/14/2021 16:06:12,Yes,22,Male,2-4 years,3,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0,I don't know,0,I don't know,0,I don't know,0,I don't know,0
6/14/2021 16:28:11,Yes,26,Male,0-1 years,11,"Their feet are adapted to swimming, not walking.",words_counter,1,words_counter,1,indices_sum_to_target,1,indices_sum_to_target,1,sum_square_diff,1,sum_square_diff,1,sum_exp_digits,1,sum_exp_digits,1,multiply_digits,1,multiply_digits,1
6/15/2021 11:54:45,Yes,25,Male,0-1 years,5,"Their feet are adapted to swimming, not walking.",words_count,1,words_count,1,i do not know,0,i do not know,0,sum of squares,1,sum_of_squares,1,i do not know,0,i do not know,0,sum of digits,1,sum_of_digits,1
6/15/2021 14:51:56,Yes,23,Female,0-1 years,1,"Their feet are adapted to swimming, not walking.",word_counter,1,word_counter,1,indices_sum_to_target,1,indices_sum_to_target,1,sum_squares_diff,1,sum_squares_diff,1,I do not know,0,I do not know,0,multiply_num_digits,1,multiply_num_digits,1
6/21/2021 13:41:24,Yes,27,Female,More than 5 years,6,"Their feet are adapted to swimming, not walking.",I don’t know,0,I don’t know,0,I don’t know,0,I don’t know,0,I don’t know,0,I don’t know,0,Sum_of_ints,1,Sum_of_ints,1,n,0,n,1
12/17/2021 9:55:36,Yes,29,Male,More than 5 years,4,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know something with alg,0,alg,1,Calc int of something . I do not know,0,Calc_int_of,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/17/2021 10:30:34,Yes,25,Female,2-4 years,6,"Their feet are adapted to swimming, not walking.",Words_process,1,Words_process,1,Find_right_digit,1,Find_right_digit,1,Calc_diff_algo,1,Calc_diff_algo,1,Exp_something,1,Exp_,1,Digits_calc,1,Digits_calc,1
12/17/2021 10:58:04,Yes,29,Male,2-4 years,4,"Their feet are adapted to swimming, not walking.",Word_process,1,Word_process,1,Find_right_num,1,Find_right_num,1,Diff_alg,1,Diff_alg,1,I don't remember,0,I don't remember,0,Digit_calc,1,Digit_calc,1
12/17/2021 11:42:46,Yes,21,Male,More than 5 years,7,"Their feet are adapted to swimming, not walking.",Count apprerances,1,Count_appearances,1,The function with complimentary variable,?,The function with complimentary variable,0,"Forgot the name, though it's the 5 minus the 4 wrote",0,"Forgot the name, though it's the 5 minus the 4 wrote",0,The function that takes power as an argument,?,The function that takes power as an argument,0,Multiply-digits,1,Multiply_digits,1
12/17/2021 11:55:57,Yes,26,Male,More than 5 years,8,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/17/2021 11:59:19,Yes,26,Female,0-1 years,3,"Their feet are adapted to swimming, not walking.",Count words sentence,1,Count_words_sentence,1,ן do not know,0,ן do not know,0,Square sum diff,1,Square_sum_diff,1,Power something ,1,Power_,1,Multiply digits something,1,Multiply_digits_,1
12/17/2021 12:09:29,Yes,31,Male,2-4 years,9,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,num_to_target,1,num_to_target,1,sum_squares_diff,1,sum_squares_diff,1,sum_exp_digits,1,sum_exp_digits,1,Don't remember,0,Don't remember,0
12/17/2021 14:57:05,Yes,30,Male,More than 5 years,4,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,find_right_numbers,1,find_right_numbers,1,diff_alg_calc,1,diff_alg_calc,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/17/2021 21:56:55,Yes,33,Male,2-4 years,9,"Their feet are adapted to swimming, not walking.",Count words in sentence ,1,Count_words_in_sentence ,1,I don’t know,0,I don’t know,0,Sum square diff,1,Sum_square_diff,1,I don’t know ,0,I don’t know ,0,I don’t know,0,I don’t know,0
12/17/2021 23:46:36,Yes,28,Male,2-4 years,7,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,I don't know ,0,I don't know ,0,I don't know ,0,I don't know ,0,I don't know ,0,I don't know ,0,I don't know ,0,I don't know ,0
12/18/2021 0:06:32,Yes,28,Male,2-4 years,11,"Their feet are adapted to swimming, not walking.",count_word_occurances,1,count_word_occurences,1,I don't know,0,I don't know,0,sum_square_diff,1,sum_square_diff,1,sum_exp_digit,1,sum_exp_digit,1,num_digit_prod,1,num_digit_prod,1
12/18/2021 0:40:41,Yes,29,Male,More than 5 years,4,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,I do not know,0,I do not know,0,calc_diff,1,calc_diff,1,calc_sum,1,calc_sum,1,I do not know,0,I do not know,0
12/18/2021 3:56:37,Yes,25,Male,More than 5 years,9,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,indices_sum_target,1,indices_sum_target,1,sum_square_diff,1,sum_square_diff,1,sum_digits_power,1,sum_digits_power,1,multiply_digits,1,multiply_digits,1
12/18/2021 9:41:36,Yes,22,Male,2-4 years,4,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,find_correct_numbers,1,find_correct_numbers,1,calc_difference,1,calc_difference,1,exp_sum,1,exp_sum,1,calc_digits,1,calc_digits,1
12/18/2021 9:43:39,Yes,26,Male,2-4 years,11,"Their feet are adapted to swimming, not walking.",words_coubter,1,words_counter,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0,I don't know,0,I don't know,0,multiply_digits,1,multiply_digits,1
12/18/2021 11:38:36,Yes,28,Male,0-1 years,5,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,I do not know,0,I do not know,0,squared_difference,1,squared_difference,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/18/2021 15:48:01,Yes,29,Male,More than 5 years,4,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,count_digits,1,count_digits,1
12/18/2021 16:27:26,Yes,30,Male,More than 5 years,3,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,index_to_sum,1,index_to_sum,1,square_differences,1,square_differences,1,exponent_sum,1,exponent_sum,1,multiply_digits,1,multiply_digits,1
12/18/2021 16:51:53,Yes,30,Male,More than 5 years,6,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,find_right_numbers,1,find_right_numbers,1,diff_algo,1,diff_algo,1,calc_power,1,calc_power,1,Don't know,0,Don't know,0
12/18/2021 17:48:46,Yes,28,Male,2-4 years,10,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,I do not know,0,I do not know,0,calc_diff_alg,1,calc_diff_alg,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/18/2021 19:49:38,Yes,28,Male,0-1 years,2,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,Calc_dif_alg,1,Calc_dif_alg,1,Comp_exp_sum,1,Comp_exp_sum,1,I do not know,0,I do not know,0
12/18/2021 23:45:12,Yes,29,Male,2-4 years,5,"Their feet are adapted to swimming, not walking.",in do not know,0,in do not know,0,sum_int_to_target,1,sum_int_to_target,1,sum_square_diff,1,sum_square_diff,1,I do not know,0,I do not know,0,i do not know ,0,i do not know ,0
12/19/2021 8:57:29,Yes,35,Prefer not to say,More than 5 years,8,"Their feet are adapted to swimming, not walking.","It started with ""count""... I remember there was one and I remember thinking it was a good name too",?,count,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0,"Can't remember the name, it was a horrible function imho (had list_num and other very annoying variable names)",?,"Can't remember the name, it was a horrible function imho (had list_num and other very annoying variable names)",0,I do not know,0,I do not know,0
12/19/2021 10:40:15,Yes,30,Male,2-4 years,9,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,find_complement,1,find_complement,1,sum_squares_sum_ints_diff,1,sum_squares_sum_ints_diff,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0
12/19/2021 11:15:56,Yes,47,Male,More than 5 years,8,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/19/2021 11:22:21,Yes,40,Male,More than 5 years,7,"Their feet are adapted to swimming, not walking.",I don't know,0,I don't know,0,get_indices_that_sum,1,get_indices_that_sum,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0,I don't know,0,I don't know,0
12/19/2021 11:28:46,Yes,33,Male,More than 5 years,7,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,I don't know ,0,I don't know ,0,sum_square_diff,1,sum_square_diff,1,sum_exp_digits,1,sum_exp_digits,1,I don't know ,0,I don't know ,0
12/19/2021 11:30:11,Yes,33,Female,2-4 years,4,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/19/2021 11:32:13,Yes,28,Male,,1,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,Sum of indices,1,Sum_of_indices,1,Sum of squares diff,1,Sum_of_squares_diff,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/19/2021 12:45:27,Yes,44,Male,More than 5 years,11,"Their feet are adapted to swimming, not walking.",“I do not remember”,0,“I do not remember”,0,“I do not remember”,0,“I do not remember”,0,“I do not remember”,0,“I do not remember”,0,“I do not remember”,0,“I do not remember”,0,“I do not remember”,0,“I do not remember”,0
12/19/2021 13:26:11,Yes,50,Female,More than 5 years,3,"Their feet are adapted to swimming, not walking.",I do not know. Saw only three functions - two empty screens.,?,I do not know. Saw only three functions - two empty screens.,X,I do not know. Saw only three functions - two empty screens,?,I do not know. Saw only three functions - two empty screens,X,square_difference,1,square_difference,1,exp_<something> (saw the function. don't remember the name),1,exp_,1,mult_digits,1,mult_digits,1
12/19/2021 13:31:25,Yes,23,Male,2-4 years,8,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,find_right_numbers,1,find_right_numbers,1,find_diff_function,1,find_diff_function,1,I do not know,0,I do not know,0,I do not know,1,I do not know,0
12/19/2021 13:45:21,Yes,34,Male,More than 5 years,11,"Their feet are adapted to swimming, not walking.",Word count,1,Word_count,1,Dont remember,0,Dont remember,0,Sum sqaures diff,1,Sum_sqaures_diff,1,Sum power,1,Sum_power,1,Digita product,0,Digital_product,1
12/19/2021 14:25:44,Yes,29,Male,More than 5 years,5,"Their feet are adapted to swimming, not walking.",words_counter,1,words_counter,1,I do not know,0,I do not know,0,sum_and_square_difference,1,sum_and_square_difference,1,I do not know,0,I do not know,0,I do not know,1,I do not know,0
12/19/2021 14:49:35,Yes,39,Male,More than 5 years,11,"Their feet are adapted to swimming, not walking.",Word_count,1,Word_count,1,Sum indices to target,1,Sum_indices_to_target,1,Sum squares difference,1,Sum_squares_difference,1,Exp sum of digits,1,Exp_sum_of_digits,1,I cant remember,0,I cant remember,0
12/19/2021 21:06:34,Yes,29,Female,2-4 years,11,"Their feet are adapted to swimming, not walking.",Count_words_something,1,Count_words_,1,Something_sum_something,1,_sum_,1,Sum_square_diff,1,Sum_square_diff,1,Somthing_exp_somthing,1,_exp_,1,I don't know ,0,I don't know ,0
12/19/2021 21:12:06,Yes,43,Male,More than 5 years,8,"Their feet are adapted to swimming, not walking.",I don't know,0,I don't know,0,I don't know,0,I don't know,0,Diff_sum_squares,1,Diff_sum_squares,1,Sum_power,1,Sum_power,1,Digital_prod,1,Digital_prod,1
12/19/2021 21:27:39,Yes,57,Male,More than 5 years,3,"Their feet are adapted to swimming, not walking.",Count_words,1,Count_words,1,I do not know,0,I do not know,0,Square_sums_diff,1,Square_sums_diff,1,Sum_digits,1,Sum_digits,1,Multiply_digits,1,Multiply_digits,1
